"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","ISO","Nazionalità","TIPOVIOLENZA","Caratteristiche della violenza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2018","2018",2481,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2019","2019",2276,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2020","2020",3290,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2021","2021",3889,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",3729,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2013","2013",67,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2014","2014",49,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2015","2015",45,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2016","2016",38,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2017","2017",38,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2018","2018",19,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2019","2019",13,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2020","2020",43,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2021","2021",72,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2022","2022",41,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","HARASS_WORK","mobbing","2013","2013",6,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","HARASS_WORK","mobbing","2014","2014",3,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","HARASS_WORK","mobbing","2015","2015",4,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","HARASS_WORK","mobbing","2016","2016",1,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","HARASS_WORK","mobbing","2017","2017",5,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","HARASS_WORK","mobbing","2018","2018",3,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","HARASS_WORK","mobbing","2019","2019",4,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","HARASS_WORK","mobbing","2020","2020",8,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","HARASS_WORK","mobbing","2021","2021",4,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","HARASS_WORK","mobbing","2022","2022",1,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2013","2013",43,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2014","2014",22,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2015","2015",17,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2016","2016",17,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2017","2017",12,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2018","2018",7,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2019","2019",6,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2020","2020",26,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2021","2021",15,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2022","2022",16,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2013","2013",1782,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2014","2014",1914,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2015","2015",1574,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2016","2016",1080,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2017","2017",1515,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2018","2018",2049,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2019","2019",1866,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2020","2020",2347,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2021","2021",2809,,
"IT","Italia","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",3209,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2013","2013",5477,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2014","2014",3745,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2015","2015",2992,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2016","2016",3027,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2017","2017",2827,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2018","2018",3458,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2019","2019",2939,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2020","2020",6170,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2021","2021",5777,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",4107,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2013","2013",429,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2014","2014",400,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2015","2015",210,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2016","2016",272,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2017","2017",408,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2018","2018",363,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2019","2019",404,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2020","2020",947,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2021","2021",1245,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",763,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2013","2013",4029,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2014","2014",2850,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2015","2015",2426,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2016","2016",2487,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2017","2017",2414,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2018","2018",3239,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2019","2019",2836,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2020","2020",4552,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2021","2021",4701,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",3347,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2013","2013",218,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2014","2014",184,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2015","2015",111,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2016","2016",121,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2017","2017",124,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2018","2018",104,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2019","2019",102,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2020","2020",164,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2021","2021",118,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",111,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2013","2013",23454,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2014","2014",19816,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2015","2015",15987,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2016","2016",14533,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2017","2017",13999,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2018","2018",18949,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2019","2019",17139,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2020","2020",26025,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2021","2021",29767,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",26288,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2013","2013",312,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2014","2014",334,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2015","2015",226,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2016","2016",284,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2017","2017",278,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2018","2018",316,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2019","2019",263,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2020","2020",420,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2021","2021",635,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",507,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2013","2013",76,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2014","2014",29,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2015","2015",20,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2016","2016",16,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2017","2017",25,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2018","2018",28,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2019","2019",12,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2020","2020",54,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2021","2021",74,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2022","2022",39,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2013","2013",287,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2014","2014",124,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2015","2015",136,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2016","2016",86,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2017","2017",75,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2018","2018",63,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2019","2019",43,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2020","2020",177,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2021","2021",134,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",137,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","TRAFF","tratta","2021","2021",3,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2013","2013",12626,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2014","2014",12150,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2015","2015",9866,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2016","2016",8240,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2017","2017",7848,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2018","2018",11378,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2019","2019",10540,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2020","2020",13541,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2021","2021",17079,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",17277,,
"IT","Italia","USERS","utenti del 1522","F","femmine","IT","Italia","DIS_SEX_EXPL","diffusione illecita di immagini o di video sessualmente espliciti","2021","2021",1,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2013","2013",5886,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2014","2014",4069,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2015","2015",3212,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2016","2016",3253,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2017","2017",3040,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2018","2018",3643,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2019","2019",3132,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2020","2020",6617,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2021","2021",6301,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",4360,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2013","2013",496,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2014","2014",474,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2015","2015",253,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2016","2016",321,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2017","2017",496,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2018","2018",404,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2019","2019",452,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2020","2020",1074,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2021","2021",1420,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",830,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2013","2013",4335,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2014","2014",3085,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2015","2015",2645,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2016","2016",2689,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2017","2017",2586,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2018","2018",3414,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2019","2019",2977,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2020","2020",4836,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2021","2021",4975,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",3483,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2013","2013",232,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2014","2014",191,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2015","2015",117,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2016","2016",130,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2017","2017",128,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2018","2018",106,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2019","2019",107,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2020","2020",172,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2021","2021",134,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",116,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2013","2013",26251,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2014","2014",22458,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2015","2015",18115,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2016","2016",16155,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2017","2017",16046,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2018","2018",21430,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2019","2019",19415,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2020","2020",29315,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2021","2021",33656,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",30017,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2013","2013",382,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2014","2014",385,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2015","2015",271,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2016","2016",322,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2017","2017",316,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2018","2018",335,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2019","2019",276,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2020","2020",463,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2021","2021",707,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",548,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2013","2013",82,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2014","2014",32,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2015","2015",24,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2016","2016",17,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2017","2017",30,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2018","2018",31,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2019","2019",16,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2020","2020",62,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2021","2021",78,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2022","2022",40,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2013","2013",332,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2014","2014",146,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2015","2015",153,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2016","2016",103,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2017","2017",87,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2018","2018",70,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2019","2019",49,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2020","2020",203,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2021","2021",149,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",153,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","TRAFF","tratta","2021","2021",3,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","TRAFF","tratta","2022","2022",1,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2013","2013",14506,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2014","2014",14076,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2015","2015",11440,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2016","2016",9320,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2017","2017",9363,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2018","2018",13427,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2019","2019",12406,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2020","2020",15888,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2021","2021",19888,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",20486,,
"IT","Italia","USERS","utenti del 1522","T","totale","IT","Italia","DIS_SEX_EXPL","diffusione illecita di immagini o di video sessualmente espliciti","2021","2021",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","IT","Italia","PHY","violenza fisica ","2013","2013",31,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","IT","Italia","PHY","violenza fisica ","2014","2014",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","IT","Italia","SEXVIOL","violenza sessuale","2013","2013",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","IT","Italia","PHYVIOL","violenza psicologica","2013","2013",14,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","IT","Italia","PHYVIOL","violenza psicologica","2014","2014",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","IT","Italia","ECON_VIOL","violenza economica","2013","2013",1,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","IT","Italia","ALL","tutte le voci","2013","2013",150,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","IT","Italia","ALL","tutte le voci","2014","2014",16,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","IT","Italia","THREATS","minacce","2013","2013",3,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","IT","Italia","THREATS","minacce","2014","2014",2,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","IT","Italia","NRP","non risponde","2013","2013",2,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","IT","Italia","UNAV","non disponibile","2013","2013",98,,
"IT","Italia","USERS","utenti del 1522","NRP","non indicato","IT","Italia","UNAV","non disponibile","2014","2014",12,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2013","2013",81,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2014","2014",79,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2015","2015",56,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2016","2016",67,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2017","2017",60,,
"ITC","Nord-ovest","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2018","2018",31,,
