"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","GENERE","Orientamento sessuale","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","T","totale","TRANS","transessuale","2018","2018",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","T","totale","TRANS","transessuale","2020","2020",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","T","totale","TRANS","transessuale","2021","2021",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","T","totale","TRANS","transessuale","2022","2022",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2013","2013",4,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2014","2014",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2016","2016",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2017","2017",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2020","2020",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2021","2021",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2022","2022",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2013","2013",27,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2014","2014",5,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2015","2015",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2016","2016",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2017","2017",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2018","2018",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2020","2020",11,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2021","2021",10,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2022","2022",4,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","TRANS","transessuale","2013","2013",32,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","TRANS","transessuale","2014","2014",7,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","TRANS","transessuale","2015","2015",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","TRANS","transessuale","2016","2016",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","TRANS","transessuale","2017","2017",5,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","TRANS","transessuale","2018","2018",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","TRANS","transessuale","2020","2020",12,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","TRANS","transessuale","2021","2021",13,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","T","totale","TRANS","transessuale","2022","2022",5,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","NRP","non indicato","TRANS","transessuale","2013","2013",1,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2013","2013",9,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2014","2014",17,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2015","2015",4,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2016","2016",2,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2017","2017",9,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2018","2018",1,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2019","2019",4,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2020","2020",13,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2021","2021",6,,
"ITE","Centro","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2022","2022",7,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2013","2013",90,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2014","2014",20,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2015","2015",15,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2016","2016",5,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2017","2017",9,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2018","2018",6,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2019","2019",4,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2020","2020",39,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2021","2021",38,,
"ITE","Centro","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2022","2022",12,,
"ITE","Centro","USERS","utenti del 1522","T","totale","TRANS","transessuale","2013","2013",99,,
"ITE","Centro","USERS","utenti del 1522","T","totale","TRANS","transessuale","2014","2014",37,,
"ITE","Centro","USERS","utenti del 1522","T","totale","TRANS","transessuale","2015","2015",19,,
"ITE","Centro","USERS","utenti del 1522","T","totale","TRANS","transessuale","2016","2016",7,,
"ITE","Centro","USERS","utenti del 1522","T","totale","TRANS","transessuale","2017","2017",18,,
"ITE","Centro","USERS","utenti del 1522","T","totale","TRANS","transessuale","2018","2018",7,,
"ITE","Centro","USERS","utenti del 1522","T","totale","TRANS","transessuale","2019","2019",8,,
"ITE","Centro","USERS","utenti del 1522","T","totale","TRANS","transessuale","2020","2020",52,,
"ITE","Centro","USERS","utenti del 1522","T","totale","TRANS","transessuale","2021","2021",44,,
"ITE","Centro","USERS","utenti del 1522","T","totale","TRANS","transessuale","2022","2022",19,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2013","2013",2,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2014","2014",1,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2015","2015",1,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2019","2019",1,,
"ITE1","Toscana","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2020","2020",4,,
"ITE1","Toscana","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2013","2013",30,,
"ITE1","Toscana","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2014","2014",4,,
"ITE1","Toscana","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2015","2015",4,,
"ITE1","Toscana","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2017","2017",3,,
"ITE1","Toscana","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2018","2018",3,,
"ITE1","Toscana","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2019","2019",1,,
"ITE1","Toscana","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2020","2020",4,,
"ITE1","Toscana","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2021","2021",4,,
"ITE1","Toscana","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2022","2022",3,,
"ITE1","Toscana","USERS","utenti del 1522","T","totale","TRANS","transessuale","2013","2013",32,,
"ITE1","Toscana","USERS","utenti del 1522","T","totale","TRANS","transessuale","2014","2014",5,,
"ITE1","Toscana","USERS","utenti del 1522","T","totale","TRANS","transessuale","2015","2015",5,,
"ITE1","Toscana","USERS","utenti del 1522","T","totale","TRANS","transessuale","2017","2017",3,,
"ITE1","Toscana","USERS","utenti del 1522","T","totale","TRANS","transessuale","2018","2018",3,,
"ITE1","Toscana","USERS","utenti del 1522","T","totale","TRANS","transessuale","2019","2019",2,,
"ITE1","Toscana","USERS","utenti del 1522","T","totale","TRANS","transessuale","2020","2020",8,,
"ITE1","Toscana","USERS","utenti del 1522","T","totale","TRANS","transessuale","2021","2021",4,,
"ITE1","Toscana","USERS","utenti del 1522","T","totale","TRANS","transessuale","2022","2022",3,,
"ITE2","Umbria","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2013","2013",1,,
"ITE2","Umbria","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2021","2021",1,,
"ITE2","Umbria","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2013","2013",3,,
"ITE2","Umbria","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2014","2014",1,,
"ITE2","Umbria","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2015","2015",1,,
"ITE2","Umbria","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2016","2016",2,,
"ITE2","Umbria","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2020","2020",2,,
"ITE2","Umbria","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2021","2021",1,,
"ITE2","Umbria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2013","2013",4,,
"ITE2","Umbria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2014","2014",1,,
"ITE2","Umbria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2015","2015",1,,
"ITE2","Umbria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2016","2016",2,,
"ITE2","Umbria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2020","2020",2,,
"ITE2","Umbria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2021","2021",2,,
"ITE3","Marche","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2013","2013",2,,
"ITE3","Marche","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2014","2014",2,,
"ITE3","Marche","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2020","2020",1,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2013","2013",10,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2014","2014",2,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2015","2015",1,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2016","2016",1,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2017","2017",3,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2018","2018",1,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2020","2020",2,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2022","2022",2,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","TRANS","transessuale","2013","2013",12,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","TRANS","transessuale","2014","2014",4,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","TRANS","transessuale","2015","2015",1,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","TRANS","transessuale","2016","2016",1,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","TRANS","transessuale","2017","2017",3,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","TRANS","transessuale","2018","2018",1,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","TRANS","transessuale","2020","2020",3,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","TRANS","transessuale","2022","2022",2,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2013","2013",4,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2014","2014",14,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2015","2015",3,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2016","2016",2,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2017","2017",9,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2018","2018",1,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2019","2019",3,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2020","2020",8,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2021","2021",5,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2022","2022",7,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2013","2013",47,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2014","2014",13,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2015","2015",9,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2016","2016",2,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2017","2017",3,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2018","2018",2,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2019","2019",3,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2020","2020",31,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2021","2021",33,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2022","2022",7,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","TRANS","transessuale","2013","2013",51,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","TRANS","transessuale","2014","2014",27,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","TRANS","transessuale","2015","2015",12,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","TRANS","transessuale","2016","2016",4,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","TRANS","transessuale","2017","2017",12,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","TRANS","transessuale","2018","2018",3,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","TRANS","transessuale","2019","2019",6,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","TRANS","transessuale","2020","2020",39,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","TRANS","transessuale","2021","2021",38,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","TRANS","transessuale","2022","2022",14,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2013","2013",14,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2014","2014",16,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2015","2015",4,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2016","2016",3,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2017","2017",4,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2018","2018",1,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2019","2019",1,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2020","2020",15,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2021","2021",2,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2022","2022",5,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2013","2013",129,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2014","2014",28,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2015","2015",10,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2016","2016",11,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2017","2017",6,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2018","2018",9,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2019","2019",2,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2020","2020",31,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2021","2021",18,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2022","2022",12,,
"ITF","Sud","USERS","utenti del 1522","T","totale","TRANS","transessuale","2013","2013",143,,
"ITF","Sud","USERS","utenti del 1522","T","totale","TRANS","transessuale","2014","2014",44,,
"ITF","Sud","USERS","utenti del 1522","T","totale","TRANS","transessuale","2015","2015",14,,
"ITF","Sud","USERS","utenti del 1522","T","totale","TRANS","transessuale","2016","2016",14,,
"ITF","Sud","USERS","utenti del 1522","T","totale","TRANS","transessuale","2017","2017",10,,
"ITF","Sud","USERS","utenti del 1522","T","totale","TRANS","transessuale","2018","2018",10,,
"ITF","Sud","USERS","utenti del 1522","T","totale","TRANS","transessuale","2019","2019",3,,
"ITF","Sud","USERS","utenti del 1522","T","totale","TRANS","transessuale","2020","2020",46,,
"ITF","Sud","USERS","utenti del 1522","T","totale","TRANS","transessuale","2021","2021",20,,
"ITF","Sud","USERS","utenti del 1522","T","totale","TRANS","transessuale","2022","2022",17,,
"ITF1","Abruzzo","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2013","2013",5,,
"ITF1","Abruzzo","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2014","2014",1,,
"ITF1","Abruzzo","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2020","2020",3,,
"ITF1","Abruzzo","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2021","2021",1,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2013","2013",18,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2014","2014",2,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2015","2015",1,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2016","2016",3,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2017","2017",1,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2018","2018",1,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2020","2020",1,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2021","2021",2,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2022","2022",4,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","TRANS","transessuale","2013","2013",23,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","TRANS","transessuale","2014","2014",3,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","TRANS","transessuale","2015","2015",1,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","TRANS","transessuale","2016","2016",3,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","TRANS","transessuale","2017","2017",1,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","TRANS","transessuale","2018","2018",1,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","TRANS","transessuale","2020","2020",4,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","TRANS","transessuale","2021","2021",3,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","TRANS","transessuale","2022","2022",4,,
"ITF2","Molise","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2013","2013",1,,
"ITF2","Molise","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2013","2013",2,,
"ITF2","Molise","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2018","2018",1,,
"ITF2","Molise","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2022","2022",2,,
"ITF2","Molise","USERS","utenti del 1522","T","totale","TRANS","transessuale","2013","2013",3,,
"ITF2","Molise","USERS","utenti del 1522","T","totale","TRANS","transessuale","2018","2018",1,,
"ITF2","Molise","USERS","utenti del 1522","T","totale","TRANS","transessuale","2022","2022",2,,
"ITF3","Campania","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2013","2013",3,,
"ITF3","Campania","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2014","2014",9,,
"ITF3","Campania","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2015","2015",2,,
"ITF3","Campania","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2017","2017",1,,
"ITF3","Campania","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2020","2020",9,,
"ITF3","Campania","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2021","2021",1,,
"ITF3","Campania","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2022","2022",3,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2013","2013",52,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2014","2014",11,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2015","2015",5,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2016","2016",5,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2018","2018",4,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2019","2019",1,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2020","2020",14,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2021","2021",10,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2022","2022",2,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","TRANS","transessuale","2013","2013",55,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","TRANS","transessuale","2014","2014",20,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","TRANS","transessuale","2015","2015",7,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","TRANS","transessuale","2016","2016",5,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","TRANS","transessuale","2017","2017",1,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","TRANS","transessuale","2018","2018",4,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","TRANS","transessuale","2019","2019",1,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","TRANS","transessuale","2020","2020",23,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","TRANS","transessuale","2021","2021",11,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","TRANS","transessuale","2022","2022",5,,
"ITF4","Puglia","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2013","2013",4,,
"ITF4","Puglia","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2014","2014",5,,
"ITF4","Puglia","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2015","2015",2,,
"ITF4","Puglia","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2016","2016",2,,
"ITF4","Puglia","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2018","2018",1,,
"ITF4","Puglia","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2020","2020",3,,
"ITF4","Puglia","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2022","2022",2,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2013","2013",41,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2014","2014",12,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2015","2015",4,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2016","2016",3,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2017","2017",2,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2018","2018",2,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2020","2020",10,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2021","2021",5,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2022","2022",3,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","TRANS","transessuale","2013","2013",45,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","TRANS","transessuale","2014","2014",17,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","TRANS","transessuale","2015","2015",6,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","TRANS","transessuale","2016","2016",5,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","TRANS","transessuale","2017","2017",2,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","TRANS","transessuale","2018","2018",3,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","TRANS","transessuale","2020","2020",13,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","TRANS","transessuale","2021","2021",5,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","TRANS","transessuale","2022","2022",5,,
"ITF5","Basilicata","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2019","2019",1,,
"ITF5","Basilicata","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2013","2013",4,,
"ITF5","Basilicata","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2014","2014",1,,
"ITF5","Basilicata","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2017","2017",1,,
"ITF5","Basilicata","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2022","2022",1,,
"ITF5","Basilicata","USERS","utenti del 1522","T","totale","TRANS","transessuale","2013","2013",4,,
"ITF5","Basilicata","USERS","utenti del 1522","T","totale","TRANS","transessuale","2014","2014",1,,
"ITF5","Basilicata","USERS","utenti del 1522","T","totale","TRANS","transessuale","2017","2017",1,,
"ITF5","Basilicata","USERS","utenti del 1522","T","totale","TRANS","transessuale","2019","2019",1,,
"ITF5","Basilicata","USERS","utenti del 1522","T","totale","TRANS","transessuale","2022","2022",1,,
"ITF6","Calabria","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2013","2013",1,,
"ITF6","Calabria","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2014","2014",1,,
"ITF6","Calabria","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2016","2016",1,,
"ITF6","Calabria","USERS","utenti del 1522","M","maschi","TRANS","transessuale","2017","2017",3,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2013","2013",12,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2014","2014",2,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2017","2017",2,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2018","2018",1,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2019","2019",1,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2020","2020",6,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","TRANS","transessuale","2021","2021",1,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2013","2013",13,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2014","2014",3,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2016","2016",1,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2017","2017",5,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2018","2018",1,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2019","2019",1,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2020","2020",6,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","TRANS","transessuale","2021","2021",1,,
