"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","MOTIVOPS1","Motivi della chiamata","SEXISTAT1","Sesso","ISO","Nazionalità","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","M","maschi","IT","Italia","2020","2020",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","M","maschi","IT","Italia","2021","2021",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","M","maschi","IT","Italia","2022","2022",3,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","IT","Italia","2013","2013",5,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","IT","Italia","2016","2016",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","IT","Italia","2017","2017",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","IT","Italia","2018","2018",3,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","IT","Italia","2019","2019",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","IT","Italia","2020","2020",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","IT","Italia","2021","2021",6,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","IT","Italia","2022","2022",6,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2013","2013",5,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2014","2014",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2016","2016",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2017","2017",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2018","2018",3,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2019","2019",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2020","2020",3,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2021","2021",7,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2022","2022",9,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","M","maschi","IT","Italia","2014","2014",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","M","maschi","IT","Italia","2016","2016",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","M","maschi","IT","Italia","2017","2017",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","M","maschi","IT","Italia","2018","2018",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","M","maschi","IT","Italia","2020","2020",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","M","maschi","IT","Italia","2022","2022",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","F","femmine","IT","Italia","2013","2013",3,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","F","femmine","IT","Italia","2015","2015",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","F","femmine","IT","Italia","2016","2016",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","F","femmine","IT","Italia","2018","2018",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","F","femmine","IT","Italia","2020","2020",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","T","totale","IT","Italia","2013","2013",3,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","T","totale","IT","Italia","2014","2014",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","T","totale","IT","Italia","2015","2015",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","T","totale","IT","Italia","2016","2016",3,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","T","totale","IT","Italia","2017","2017",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","T","totale","IT","Italia","2018","2018",4,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","T","totale","IT","Italia","2020","2020",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","T","totale","IT","Italia","2022","2022",1,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","M","maschi","IT","Italia","2017","2017",1,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","M","maschi","IT","Italia","2020","2020",1,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","IT","Italia","2013","2013",6,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","IT","Italia","2014","2014",5,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","IT","Italia","2015","2015",3,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","IT","Italia","2016","2016",1,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","IT","Italia","2017","2017",3,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","IT","Italia","2018","2018",1,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","IT","Italia","2019","2019",4,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","IT","Italia","2020","2020",1,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","IT","Italia","2021","2021",3,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","IT","Italia","2013","2013",6,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","IT","Italia","2014","2014",5,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","IT","Italia","2015","2015",3,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","IT","Italia","2016","2016",1,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","IT","Italia","2017","2017",4,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","IT","Italia","2018","2018",1,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","IT","Italia","2019","2019",4,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","IT","Italia","2020","2020",2,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","IT","Italia","2021","2021",3,,
"ITC1","Piemonte","USERS","utenti del 1522","INT_AFTER_HOUR","chiamata internazionale fuori orario","F","femmine","IT","Italia","2014","2014",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INT_AFTER_HOUR","chiamata internazionale fuori orario","F","femmine","IT","Italia","2015","2015",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INT_AFTER_HOUR","chiamata internazionale fuori orario","F","femmine","IT","Italia","2017","2017",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INT_AFTER_HOUR","chiamata internazionale fuori orario","F","femmine","IT","Italia","2018","2018",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INT_AFTER_HOUR","chiamata internazionale fuori orario","F","femmine","IT","Italia","2019","2019",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INT_AFTER_HOUR","chiamata internazionale fuori orario","T","totale","IT","Italia","2014","2014",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INT_AFTER_HOUR","chiamata internazionale fuori orario","T","totale","IT","Italia","2015","2015",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INT_AFTER_HOUR","chiamata internazionale fuori orario","T","totale","IT","Italia","2017","2017",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INT_AFTER_HOUR","chiamata internazionale fuori orario","T","totale","IT","Italia","2018","2018",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INT_AFTER_HOUR","chiamata internazionale fuori orario","T","totale","IT","Italia","2019","2019",1,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2013","2013",26,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2014","2014",32,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2015","2015",29,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2016","2016",23,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2017","2017",34,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2018","2018",23,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2019","2019",17,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2020","2020",22,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2021","2021",18,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2022","2022",29,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2013","2013",219,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2014","2014",168,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2015","2015",117,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2016","2016",92,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2017","2017",77,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2018","2018",149,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2019","2019",85,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2020","2020",164,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2021","2021",120,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2022","2022",146,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2013","2013",245,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2014","2014",200,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2015","2015",146,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2016","2016",115,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2017","2017",111,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2018","2018",172,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2019","2019",102,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2020","2020",186,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2021","2021",138,,
"ITC1","Piemonte","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2022","2022",175,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2013","2013",143,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2014","2014",179,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2015","2015",144,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2016","2016",134,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2017","2017",171,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2018","2018",126,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2019","2019",147,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2020","2020",158,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2021","2021",154,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2022","2022",158,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2013","2013",1460,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2014","2014",1440,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2015","2015",1207,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2016","2016",1159,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2017","2017",971,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2018","2018",1282,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2019","2019",1212,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2020","2020",1545,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2021","2021",1492,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2022","2022",1349,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2013","2013",1612,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2014","2014",1619,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2015","2015",1351,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2016","2016",1293,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2017","2017",1142,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2018","2018",1408,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2019","2019",1359,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2020","2020",1703,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2021","2021",1646,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2022","2022",1507,,
"ITC1","Piemonte","USERS","utenti del 1522","ALL_VAL","chiamate valide","NRP","non indicato","IT","Italia","2013","2013",9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","M","maschi","IT","Italia","2019","2019",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","IT","Italia","2013","2013",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","IT","Italia","2015","2015",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","IT","Italia","2017","2017",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","IT","Italia","2018","2018",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","IT","Italia","2019","2019",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","IT","Italia","2020","2020",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","IT","Italia","2022","2022",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","IT","Italia","2013","2013",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","IT","Italia","2015","2015",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","IT","Italia","2017","2017",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","IT","Italia","2018","2018",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","IT","Italia","2019","2019",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","IT","Italia","2020","2020",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","IT","Italia","2022","2022",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","M","maschi","IT","Italia","2014","2014",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","M","maschi","IT","Italia","2022","2022",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2013","2013",18,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2014","2014",10,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2015","2015",6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2016","2016",5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2017","2017",6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2018","2018",6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2019","2019",5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2020","2020",14,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2021","2021",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2022","2022",9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2013","2013",18,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2014","2014",11,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2015","2015",6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2016","2016",5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2017","2017",6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2018","2018",6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2019","2019",5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2020","2020",14,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2021","2021",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2022","2022",11,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","IT","Italia","2013","2013",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","IT","Italia","2016","2016",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","IT","Italia","2021","2021",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","IT","Italia","2015","2015",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","IT","Italia","2016","2016",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","IT","Italia","2017","2017",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","IT","Italia","2018","2018",1,,
