"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","ISO","Nazionalità","TRASMISSIONE","Modalità di conoscenza del 1522","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2015","2015",8,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2016","2016",9,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2017","2017",5,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2018","2018",9,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2019","2019",7,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2020","2020",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2021","2021",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","OTHER","altro","2013","2013",3,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","OTHER","altro","2014","2014",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","OTHER","altro","2016","2016",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","OTHER","altro","2018","2018",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","OTHER","altro","2020","2020",3,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","OTHER","altro","2021","2021",5,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","OTHER","altro","2022","2022",6,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2014","2014",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2015","2015",3,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2016","2016",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2017","2017",5,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2018","2018",4,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2019","2019",5,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2020","2020",5,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2021","2021",17,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2022","2022",13,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","SOCIALMEDIA","social media","2021","2021",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","SOCIALMEDIA","social media","2022","2022",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NEWSWEB","notizie dal web - ricerca sui motori di ricerca","2021","2021",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NEWSWEB","notizie dal web - ricerca sui motori di ricerca","2022","2022",4,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2013","2013",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2016","2016",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2017","2017",4,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2019","2019",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2020","2020",1,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2021","2021",6,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2022","2022",4,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2013","2013",105,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2014","2014",123,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2015","2015",119,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2016","2016",106,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2017","2017",110,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2018","2018",138,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2019","2019",90,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2020","2020",168,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2021","2021",170,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2022","2022",128,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2013","2013",1429,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2014","2014",1139,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2015","2015",836,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2016","2016",786,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2017","2017",658,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2018","2018",990,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2019","2019",990,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2020","2020",1422,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2021","2021",1475,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2022","2022",1408,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2013","2013",10,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2014","2014",24,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2015","2015",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2016","2016",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2017","2017",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2018","2018",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2019","2019",7,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2020","2020",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2021","2021",12,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2022","2022",16,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RADIO","radio","2013","2013",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RADIO","radio","2014","2014",5,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RADIO","radio","2015","2015",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RADIO","radio","2016","2016",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RADIO","radio","2017","2017",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RADIO","radio","2018","2018",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RADIO","radio","2021","2021",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RADIO","radio","2022","2022",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TV","TV","2013","2013",646,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TV","TV","2014","2014",378,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TV","TV","2015","2015",246,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TV","TV","2016","2016",169,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TV","TV","2017","2017",118,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TV","TV","2018","2018",226,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TV","TV","2019","2019",151,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TV","TV","2020","2020",286,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TV","TV","2021","2021",153,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","TV","TV","2022","2022",138,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2013","2013",29,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2014","2014",33,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2015","2015",8,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2016","2016",7,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2017","2017",8,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2018","2018",11,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2019","2019",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2020","2020",33,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2021","2021",17,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2022","2022",10,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2013","2013",130,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2014","2014",137,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2015","2015",100,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2016","2016",136,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2017","2017",131,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2018","2018",207,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2019","2019",298,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2020","2020",261,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2021","2021",226,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2022","2022",417,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2013","2013",56,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2014","2014",37,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2015","2015",41,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2016","2016",32,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2017","2017",24,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2018","2018",49,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2019","2019",59,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2020","2020",53,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2021","2021",77,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2022","2022",77,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2013","2013",62,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2014","2014",52,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2015","2015",36,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2016","2016",44,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2017","2017",40,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2018","2018",36,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2019","2019",58,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2020","2020",41,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2021","2021",59,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2022","2022",64,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2013","2013",85,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2014","2014",39,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2015","2015",19,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2016","2016",22,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2017","2017",23,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2018","2018",16,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2019","2019",14,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2020","2020",4,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","PHONE_BOOK","elenco telefonico","2021","2021",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","OTHER","altro","2013","2013",4,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","OTHER","altro","2014","2014",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","OTHER","altro","2015","2015",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","OTHER","altro","2016","2016",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","OTHER","altro","2017","2017",6,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","OTHER","altro","2018","2018",7,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","OTHER","altro","2019","2019",5,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","OTHER","altro","2020","2020",12,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","OTHER","altro","2021","2021",31,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","OTHER","altro","2022","2022",17,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2013","2013",4,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2014","2014",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2015","2015",20,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2016","2016",8,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2017","2017",5,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2018","2018",27,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2019","2019",21,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2020","2020",19,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2021","2021",49,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NRP","non risponde","2022","2022",87,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","SOCIALMEDIA","social media","2021","2021",10,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","SOCIALMEDIA","social media","2022","2022",11,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NEWSWEB","notizie dal web - ricerca sui motori di ricerca","2021","2021",8,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NEWSWEB","notizie dal web - ricerca sui motori di ricerca","2022","2022",27,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","CHAT","chat di amici e conoscenti","2021","2021",5,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","CHAT","chat di amici e conoscenti","2022","2022",11,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2013","2013",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2015","2015",2,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2016","2016",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2018","2018",1,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2019","2019",4,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2020","2020",3,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2021","2021",18,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","NOKNOW","non sa/non ricorda","2022","2022",17,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2013","2013",400,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2014","2014",425,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2015","2015",354,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2016","2016",359,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2017","2017",299,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2018","2018",408,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2019","2019",367,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2020","2020",707,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2021","2021",806,,
"ITD5","Emilia-Romagna","USERS","utenti del 1522","IT","Italia","UNAV","non disponibile","2022","2022",513,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2013","2013",5371,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2014","2014",4725,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2015","2015",3682,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2016","2016",3295,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2017","2017",3187,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2018","2018",4477,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2019","2019",4388,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2020","2020",5558,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2021","2021",5865,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TOTAL","totale","2022","2022",5314,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2013","2013",43,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2014","2014",100,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2015","2015",16,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2016","2016",26,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2017","2017",15,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2018","2018",18,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2019","2019",16,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2020","2020",19,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2021","2021",48,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","BROCHURE","manifesti e locandine","2022","2022",67,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RADIO","radio","2013","2013",10,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RADIO","radio","2014","2014",10,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RADIO","radio","2015","2015",5,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RADIO","radio","2016","2016",8,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RADIO","radio","2017","2017",5,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RADIO","radio","2018","2018",3,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RADIO","radio","2019","2019",5,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RADIO","radio","2020","2020",1,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RADIO","radio","2021","2021",13,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RADIO","radio","2022","2022",11,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TV","TV","2013","2013",2401,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TV","TV","2014","2014",1499,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TV","TV","2015","2015",1068,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TV","TV","2016","2016",716,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TV","TV","2017","2017",496,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TV","TV","2018","2018",989,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TV","TV","2019","2019",663,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TV","TV","2020","2020",891,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TV","TV","2021","2021",495,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","TV","TV","2022","2022",463,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2013","2013",89,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2014","2014",79,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2015","2015",31,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2016","2016",29,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2017","2017",40,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2018","2018",26,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2019","2019",47,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2020","2020",77,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2021","2021",79,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PRESS","stampa","2022","2022",55,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2013","2013",431,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2014","2014",404,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2015","2015",372,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2016","2016",483,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2017","2017",496,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2018","2018",753,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2019","2019",1220,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2020","2020",983,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2021","2021",832,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","INTERNET","internet","2022","2022",1346,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2013","2013",232,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2014","2014",191,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2015","2015",120,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2016","2016",134,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2017","2017",144,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2018","2018",235,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2019","2019",249,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2020","2020",179,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2021","2021",292,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","RELATIVE","parente / amico / conoscente","2022","2022",286,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2013","2013",268,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2014","2014",273,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2015","2015",154,,
"ITE","Centro","USERS","utenti del 1522","IT","Italia","PUB_SERV","servizio pubblico","2016","2016",171,,
