"ITTER107","Territorio","TIPO_DATO_VIOLENZA","Tipo dato","SEXISTAT1","Sesso","FREQUENZA2","Livello di diffusione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD4","Friuli-Venezia Giulia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITD5","Emilia-Romagna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITD5","Emilia-Romagna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITD5","Emilia-Romagna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITE","Centro","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITE","Centro","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITE","Centro","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITE1","Toscana","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITE1","Toscana","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITE1","Toscana","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITE2","Umbria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITE2","Umbria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITE2","Umbria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITE3","Marche","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITE3","Marche","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITE3","Marche","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITE4","Lazio","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITE4","Lazio","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITE4","Lazio","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITF","Sud","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITF","Sud","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITF","Sud","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITF1","Abruzzo","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITF1","Abruzzo","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITF1","Abruzzo","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITF2","Molise","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITF2","Molise","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITF2","Molise","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITF3","Campania","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITF3","Campania","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITF3","Campania","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITF4","Puglia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITF4","Puglia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITF4","Puglia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITF5","Basilicata","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITF5","Basilicata","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITF5","Basilicata","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITF6","Calabria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITF6","Calabria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITF6","Calabria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITG","Isole","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITG","Isole","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITG","Isole","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITG1","Sicilia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITG1","Sicilia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITG1","Sicilia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITG2","Sardegna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","ALL","tutte le voci","2018","2018",100,,
"ITG2","Sardegna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","ALL","tutte le voci","2018","2018",100,,
"ITG2","Sardegna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","ALL","tutte le voci","2018","2018",100,,
"ITC","Nord-ovest","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",28.1,,
"ITC","Nord-ovest","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",45.8,,
"ITC","Nord-ovest","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",37,,
"ITC1","Piemonte","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",26.1,,
"ITC1","Piemonte","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",43.9,,
"ITC1","Piemonte","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",35.1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",19.6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",43.9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",31.9,,
"ITC3","Liguria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",34,,
"ITC3","Liguria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",44.5,,
"ITC3","Liguria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",39.3,,
"ITC4","Lombardia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",28.1,,
"ITC4","Lombardia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",47,,
"ITC4","Lombardia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",37.6,,
"ITD","Nord-est","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",28.2,,
"ITD","Nord-est","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",43.1,,
"ITD","Nord-est","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",35.7,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",23.6,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",40.2,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",31.9,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",18.5,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",32.5,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",24.7,,
"ITD2","Provincia Autonoma Trento","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",28,,
"ITD2","Provincia Autonoma Trento","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",44.9,,
"ITD2","Provincia Autonoma Trento","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",37.1,,
"ITD3","Veneto","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",24.6,,
"ITD3","Veneto","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",37.5,,
"ITD3","Veneto","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",31.1,,
"ITD4","Friuli-Venezia Giulia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",26.2,,
"ITD4","Friuli-Venezia Giulia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",46.5,,
"ITD4","Friuli-Venezia Giulia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",36.4,,
"ITD5","Emilia-Romagna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",34,,
"ITD5","Emilia-Romagna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",49.1,,
"ITD5","Emilia-Romagna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",41.6,,
"ITE","Centro","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",30.4,,
"ITE","Centro","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",48.1,,
"ITE","Centro","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",39.4,,
"ITE1","Toscana","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",29.3,,
"ITE1","Toscana","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",49.6,,
"ITE1","Toscana","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",39.7,,
"ITE2","Umbria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",24.2,,
"ITE2","Umbria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",48.7,,
"ITE2","Umbria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",36.7,,
"ITE3","Marche","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",27.5,,
"ITE3","Marche","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",44.6,,
"ITE3","Marche","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",36.2,,
"ITE4","Lazio","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",32.7,,
"ITE4","Lazio","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",48,,
"ITE4","Lazio","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",40.5,,
"ITF","Sud","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",32.6,,
"ITF","Sud","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",52.5,,
"ITF","Sud","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",42.7,,
"ITF1","Abruzzo","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",32.4,,
"ITF1","Abruzzo","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",55.9,,
"ITF1","Abruzzo","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",44.3,,
"ITF2","Molise","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",41.6,,
"ITF2","Molise","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",39.4,,
"ITF2","Molise","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",40.5,,
"ITF3","Campania","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",33.9,,
"ITF3","Campania","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",57.5,,
"ITF3","Campania","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",45.9,,
"ITF4","Puglia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",31.3,,
"ITF4","Puglia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",48,,
"ITF4","Puglia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",39.8,,
"ITF5","Basilicata","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",30.7,,
"ITF5","Basilicata","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",45.5,,
"ITF5","Basilicata","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",38.1,,
"ITF6","Calabria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",30.5,,
"ITF6","Calabria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",48.5,,
"ITF6","Calabria","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",39.7,,
"ITG","Isole","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",38.5,,
"ITG","Isole","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",49,,
"ITG","Isole","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",43.9,,
"ITG1","Sicilia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",32.9,,
"ITG1","Sicilia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",49.6,,
"ITG1","Sicilia","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",41.4,,
"ITG2","Sardegna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","VERYCOM","molto diffuso","2018","2018",55,,
"ITG2","Sardegna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","VERYCOM","molto diffuso","2018","2018",47.4,,
"ITG2","Sardegna","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","T","totale","VERYCOM","molto diffuso","2018","2018",51.2,,
"ITC","Nord-ovest","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","M","maschi","FAIRCOM","abbastanza diffuso","2018","2018",55.3,,
"ITC","Nord-ovest","P18_74_OPVIOL","persone di 18-74 anni per opinione sul livello di diffusione della violenza fisica e/o sessuale subita dalle donne (composizione %)","F","femmine","FAIRCOM","abbastanza diffuso","2018","2018",46.2,,
