"ITTER107","Territorio","TIPO_DATO_VIOLENZA","Tipo dato","TIPOAUT","Tipo di autore","TIPOVIOLENZA","Tipo di violenza","ETA1","Età della donna","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","W16_70_CP_M12","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHY","violenza fisica ","Y25-34","25-34 anni","2014","2014",2.1,,
"IT","Italia","W16_70_CP_M12","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","SEXVIOL","violenza sessuale","Y25-34","25-34 anni","2014","2014",0.8,,
"IT","Italia","W16_70_CP_M12","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","RAPE_OR_ATT","stupro o tentato stupro","Y25-34","25-34 anni","2014","2014",0.1,,
"IT","Italia","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHSEX","violenza fisica o sessuale ","Y25-34","25-34 anni","2014","2014",19,,
"IT","Italia","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHY","violenza fisica ","Y25-34","25-34 anni","2014","2014",16,,
"IT","Italia","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","SEXVIOL","violenza sessuale","Y25-34","25-34 anni","2014","2014",8.5,,
"IT","Italia","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","RAPE_OR_ATT","stupro o tentato stupro","Y25-34","25-34 anni","2014","2014",4.1,,
"IT","Italia","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHSEX","violenza fisica o sessuale ","Y25-34","25-34 anni","2014","2014",7.8,,
"IT","Italia","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHY","violenza fisica ","Y25-34","25-34 anni","2014","2014",6.6,,
"IT","Italia","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","SEXVIOL","violenza sessuale","Y25-34","25-34 anni","2014","2014",3.8,,
"IT","Italia","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","RAPE_OR_ATT","stupro o tentato stupro","Y25-34","25-34 anni","2014","2014",1.9,,
"IT","Italia","W16_70_FP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHSEX","violenza fisica o sessuale ","Y25-34","25-34 anni","2014","2014",2.4,,
"IT","Italia","W16_70_FP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHY","violenza fisica ","Y25-34","25-34 anni","2014","2014",2.1,,
"IT","Italia","W16_70_FP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","SEXVIOL","violenza sessuale","Y25-34","25-34 anni","2014","2014",0.5,,
"IT","Italia","W16_70_FP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","RAPE_OR_ATT","stupro o tentato stupro","Y25-34","25-34 anni","2014","2014",0.3,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",35.1,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",23,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",22.7,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",5.1,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",27.4,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",13.9,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",19,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",3.4,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",10.5,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",7.1,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",5.8,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",1.3,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",6.3,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",3.1,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",3.8,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",0.5,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",4.1,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",2.6,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",2.2,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",0.5,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",2.3,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",1,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",1.4,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",0.1,,
"IT","Italia","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",15.6,,
"IT","Italia","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",13.6,,
"IT","Italia","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",5.7,,
"IT","Italia","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",2,,
"IT","Italia","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",5.3,,
"IT","Italia","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",4.5,,
"IT","Italia","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",2.1,,
"IT","Italia","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",0.8,,
"IT","Italia","W16_70_CFP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",2.1,,
"IT","Italia","W16_70_CFP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",1.8,,
"IT","Italia","W16_70_CFP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",0.8,,
"IT","Italia","W16_70_CFP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",0.4,,
"IT","Italia","W16_70_CP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",4.6,,
"IT","Italia","W16_70_CP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",3.9,,
"IT","Italia","W16_70_CP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",1.8,,
"IT","Italia","W16_70_CP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",0.7,,
"IT","Italia","W16_70_CP_Y5","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 5 anni (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",3.4,,
"IT","Italia","W16_70_CP_Y5","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 5 anni (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",2.7,,
"IT","Italia","W16_70_CP_Y5","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 5 anni (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",1.5,,
"IT","Italia","W16_70_CP_Y5","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 5 anni (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",0.6,,
"IT","Italia","W16_70_CP_M12","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",1.8,,
"IT","Italia","W16_70_CP_M12","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",1.4,,
"IT","Italia","W16_70_CP_M12","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",0.8,,
"IT","Italia","W16_70_CP_M12","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",0.4,,
"IT","Italia","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",20.2,,
"IT","Italia","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",17.5,,
"IT","Italia","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",7.3,,
"IT","Italia","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",2.3,,
"IT","Italia","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",4.3,,
"IT","Italia","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",3.6,,
"IT","Italia","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",1.6,,
"IT","Italia","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",0.5,,
"IT","Italia","W16_70_FP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHSEX","violenza fisica o sessuale ","Y35-44","35-44 anni","2014","2014",1.1,,
"IT","Italia","W16_70_FP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHY","violenza fisica ","Y35-44","35-44 anni","2014","2014",1,,
"IT","Italia","W16_70_FP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","SEXVIOL","violenza sessuale","Y35-44","35-44 anni","2014","2014",0.2,,
"IT","Italia","W16_70_FP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","RAPE_OR_ATT","stupro o tentato stupro","Y35-44","35-44 anni","2014","2014",0.1,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHSEX","violenza fisica o sessuale ","Y45-54","45-54 anni","2014","2014",34.4,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHY","violenza fisica ","Y45-54","45-54 anni","2014","2014",23.4,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","SEXVIOL","violenza sessuale","Y45-54","45-54 anni","2014","2014",23.5,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","RAPE_OR_ATT","stupro o tentato stupro","Y45-54","45-54 anni","2014","2014",7,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","PHSEX","violenza fisica o sessuale ","Y45-54","45-54 anni","2014","2014",26.2,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","PHY","violenza fisica ","Y45-54","45-54 anni","2014","2014",13.5,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","SEXVIOL","violenza sessuale","Y45-54","45-54 anni","2014","2014",18.9,,
"IT","Italia","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","RAPE_OR_ATT","stupro o tentato stupro","Y45-54","45-54 anni","2014","2014",3.9,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHSEX","violenza fisica o sessuale ","Y45-54","45-54 anni","2014","2014",8,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHY","violenza fisica ","Y45-54","45-54 anni","2014","2014",4.7,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","SEXVIOL","violenza sessuale","Y45-54","45-54 anni","2014","2014",4.3,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","RAPE_OR_ATT","stupro o tentato stupro","Y45-54","45-54 anni","2014","2014",0.6,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","PHSEX","violenza fisica o sessuale ","Y45-54","45-54 anni","2014","2014",5.4,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","PHY","violenza fisica ","Y45-54","45-54 anni","2014","2014",2.5,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","SEXVIOL","violenza sessuale","Y45-54","45-54 anni","2014","2014",3.3,,
"IT","Italia","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","RAPE_OR_ATT","stupro o tentato stupro","Y45-54","45-54 anni","2014","2014",0.3,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHSEX","violenza fisica o sessuale ","Y45-54","45-54 anni","2014","2014",2.9,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHY","violenza fisica ","Y45-54","45-54 anni","2014","2014",1.8,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","SEXVIOL","violenza sessuale","Y45-54","45-54 anni","2014","2014",1.4,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","RAPE_OR_ATT","stupro o tentato stupro","Y45-54","45-54 anni","2014","2014",0.2,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","PHSEX","violenza fisica o sessuale ","Y45-54","45-54 anni","2014","2014",1.7,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","PHY","violenza fisica ","Y45-54","45-54 anni","2014","2014",0.9,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","SEXVIOL","violenza sessuale","Y45-54","45-54 anni","2014","2014",0.9,,
"IT","Italia","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","RAPE_OR_ATT","stupro o tentato stupro","Y45-54","45-54 anni","2014","2014",0,,
"IT","Italia","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHSEX","violenza fisica o sessuale ","Y45-54","45-54 anni","2014","2014",16,,
"IT","Italia","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHY","violenza fisica ","Y45-54","45-54 anni","2014","2014",14.3,,
"IT","Italia","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","SEXVIOL","violenza sessuale","Y45-54","45-54 anni","2014","2014",7.4,,
"IT","Italia","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","RAPE_OR_ATT","stupro o tentato stupro","Y45-54","45-54 anni","2014","2014",3.6,,
"IT","Italia","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHSEX","violenza fisica o sessuale ","Y45-54","45-54 anni","2014","2014",3.2,,
"IT","Italia","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHY","violenza fisica ","Y45-54","45-54 anni","2014","2014",2.5,,
"IT","Italia","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","SEXVIOL","violenza sessuale","Y45-54","45-54 anni","2014","2014",1.2,,
