"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","TIPOVIOLENZA","Tipo di violenza","STATI_MORBOSI","Stato d'animo","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2018","2018",7,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2019","2019",6,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2020","2020",11,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2021","2021",6,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2022","2022",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2013","2013",191,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2014","2014",78,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2015","2015",100,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2016","2016",80,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2017","2017",55,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2018","2018",91,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2019","2019",123,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2020","2020",128,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2021","2021",58,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2022","2022",50,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2013","2013",7,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2015","2015",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2016","2016",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2017","2017",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2018","2018",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2019","2019",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2020","2020",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2021","2021",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2022","2022",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2013","2013",710,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2014","2014",333,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2015","2015",321,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2016","2016",322,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2017","2017",349,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2018","2018",466,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2019","2019",450,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2020","2020",438,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2021","2021",158,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2022","2022",165,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2013","2013",16,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2014","2014",26,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2015","2015",13,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2016","2016",19,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2017","2017",22,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2018","2018",34,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2019","2019",27,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2020","2020",22,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2021","2021",12,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2022","2022",16,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2013","2013",6,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2014","2014",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2015","2015",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2019","2019",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2020","2020",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","FEAR_LOVOWNSAF","paura per l'incolumità dei propri cari","2021","2021",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","ANXIETY","ansia ","2013","2013",1274,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","ANXIETY","ansia ","2014","2014",1129,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","ANXIETY","ansia ","2015","2015",624,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","ANXIETY","ansia ","2016","2016",321,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","ANXIETY","ansia ","2017","2017",443,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","ANXIETY","ansia ","2018","2018",791,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","ANXIETY","ansia ","2019","2019",752,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","ANXIETY","ansia ","2020","2020",839,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","ANXIETY","ansia ","2021","2021",813,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","ANXIETY","ansia ","2022","2022",635,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","ANXIETY","ansia ","2013","2013",118,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","ANXIETY","ansia ","2014","2014",210,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","ANXIETY","ansia ","2015","2015",53,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","ANXIETY","ansia ","2016","2016",50,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","ANXIETY","ansia ","2017","2017",109,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","ANXIETY","ansia ","2018","2018",114,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","ANXIETY","ansia ","2019","2019",182,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","ANXIETY","ansia ","2020","2020",242,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","ANXIETY","ansia ","2021","2021",425,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","ANXIETY","ansia ","2022","2022",223,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","ANXIETY","ansia ","2013","2013",1280,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","ANXIETY","ansia ","2014","2014",1071,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","ANXIETY","ansia ","2015","2015",551,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","ANXIETY","ansia ","2016","2016",387,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","ANXIETY","ansia ","2017","2017",536,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","ANXIETY","ansia ","2018","2018",814,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","ANXIETY","ansia ","2019","2019",865,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","ANXIETY","ansia ","2020","2020",971,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","ANXIETY","ansia ","2021","2021",1088,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","ANXIETY","ansia ","2022","2022",944,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","ANXIETY","ansia ","2013","2013",72,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","ANXIETY","ansia ","2014","2014",84,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","ANXIETY","ansia ","2015","2015",45,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","ANXIETY","ansia ","2016","2016",17,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","ANXIETY","ansia ","2017","2017",20,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","ANXIETY","ansia ","2018","2018",29,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","ANXIETY","ansia ","2019","2019",34,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","ANXIETY","ansia ","2020","2020",24,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","ANXIETY","ansia ","2021","2021",35,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","ANXIETY","ansia ","2022","2022",32,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","ANXIETY","ansia ","2013","2013",3050,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","ANXIETY","ansia ","2014","2014",2685,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","ANXIETY","ansia ","2015","2015",1385,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","ANXIETY","ansia ","2016","2016",835,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","ANXIETY","ansia ","2017","2017",1192,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","ANXIETY","ansia ","2018","2018",1846,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","ANXIETY","ansia ","2019","2019",1934,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","ANXIETY","ansia ","2020","2020",2205,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","ANXIETY","ansia ","2021","2021",2561,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","ANXIETY","ansia ","2022","2022",2039,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","ANXIETY","ansia ","2013","2013",106,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","ANXIETY","ansia ","2014","2014",126,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","ANXIETY","ansia ","2015","2015",66,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","ANXIETY","ansia ","2016","2016",38,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","ANXIETY","ansia ","2017","2017",52,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","ANXIETY","ansia ","2018","2018",71,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","ANXIETY","ansia ","2019","2019",74,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","ANXIETY","ansia ","2020","2020",94,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","ANXIETY","ansia ","2021","2021",138,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","ANXIETY","ansia ","2022","2022",107,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","ANXIETY","ansia ","2013","2013",36,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","ANXIETY","ansia ","2014","2014",18,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","ANXIETY","ansia ","2015","2015",9,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","ANXIETY","ansia ","2016","2016",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","ANXIETY","ansia ","2017","2017",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","ANXIETY","ansia ","2018","2018",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","ANXIETY","ansia ","2019","2019",7,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","ANXIETY","ansia ","2020","2020",21,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","ANXIETY","ansia ","2021","2021",31,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","ANXIETY","ansia ","2022","2022",16,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","ANXIETY","ansia ","2013","2013",99,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","ANXIETY","ansia ","2014","2014",47,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","ANXIETY","ansia ","2015","2015",37,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","ANXIETY","ansia ","2016","2016",19,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","ANXIETY","ansia ","2017","2017",27,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","ANXIETY","ansia ","2018","2018",23,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","ANXIETY","ansia ","2019","2019",20,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","ANXIETY","ansia ","2020","2020",14,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","ANXIETY","ansia ","2021","2021",22,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","ANXIETY","ansia ","2022","2022",72,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","DISCOM","fastidio","2013","2013",421,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","DISCOM","fastidio","2014","2014",162,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","DISCOM","fastidio","2015","2015",177,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","DISCOM","fastidio","2016","2016",244,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","DISCOM","fastidio","2017","2017",116,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","DISCOM","fastidio","2018","2018",112,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","DISCOM","fastidio","2019","2019",130,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","DISCOM","fastidio","2020","2020",183,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","DISCOM","fastidio","2021","2021",102,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHY","violenza fisica ","DISCOM","fastidio","2022","2022",76,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","DISCOM","fastidio","2013","2013",63,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","DISCOM","fastidio","2014","2014",44,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","DISCOM","fastidio","2015","2015",20,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","DISCOM","fastidio","2016","2016",29,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","DISCOM","fastidio","2017","2017",59,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","DISCOM","fastidio","2018","2018",29,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","DISCOM","fastidio","2019","2019",54,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","DISCOM","fastidio","2020","2020",85,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","DISCOM","fastidio","2021","2021",52,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","SEXVIOL","violenza sessuale","DISCOM","fastidio","2022","2022",57,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","DISCOM","fastidio","2013","2013",712,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","DISCOM","fastidio","2014","2014",327,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","DISCOM","fastidio","2015","2015",289,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","DISCOM","fastidio","2016","2016",289,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","DISCOM","fastidio","2017","2017",265,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","DISCOM","fastidio","2018","2018",216,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","DISCOM","fastidio","2019","2019",242,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","DISCOM","fastidio","2020","2020",381,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","DISCOM","fastidio","2021","2021",248,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","PHYVIOL","violenza psicologica","DISCOM","fastidio","2022","2022",221,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","DISCOM","fastidio","2013","2013",46,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","DISCOM","fastidio","2014","2014",24,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","DISCOM","fastidio","2015","2015",10,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","DISCOM","fastidio","2016","2016",19,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","DISCOM","fastidio","2017","2017",23,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","DISCOM","fastidio","2018","2018",19,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","DISCOM","fastidio","2019","2019",17,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","DISCOM","fastidio","2020","2020",16,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","DISCOM","fastidio","2021","2021",10,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ECON_VIOL","violenza economica","DISCOM","fastidio","2022","2022",8,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","DISCOM","fastidio","2013","2013",1405,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","DISCOM","fastidio","2014","2014",630,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","DISCOM","fastidio","2015","2015",545,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","DISCOM","fastidio","2016","2016",627,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","DISCOM","fastidio","2017","2017",498,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","DISCOM","fastidio","2018","2018",400,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","DISCOM","fastidio","2019","2019",477,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","DISCOM","fastidio","2020","2020",705,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","DISCOM","fastidio","2021","2021",456,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","tutte le voci","DISCOM","fastidio","2022","2022",392,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","DISCOM","fastidio","2013","2013",44,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","DISCOM","fastidio","2014","2014",26,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","DISCOM","fastidio","2015","2015",22,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","DISCOM","fastidio","2016","2016",28,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","DISCOM","fastidio","2017","2017",22,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","DISCOM","fastidio","2018","2018",8,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","DISCOM","fastidio","2019","2019",25,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","DISCOM","fastidio","2020","2020",25,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","DISCOM","fastidio","2021","2021",32,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","THREATS","minacce","DISCOM","fastidio","2022","2022",20,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","DISCOM","fastidio","2013","2013",17,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","DISCOM","fastidio","2014","2014",7,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","DISCOM","fastidio","2015","2015",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","DISCOM","fastidio","2016","2016",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","DISCOM","fastidio","2018","2018",7,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","DISCOM","fastidio","2019","2019",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","DISCOM","fastidio","2020","2020",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","DISCOM","fastidio","2021","2021",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HARASS_WORK","mobbing","DISCOM","fastidio","2022","2022",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","DISCOM","fastidio","2013","2013",51,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","DISCOM","fastidio","2014","2014",40,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","DISCOM","fastidio","2015","2015",23,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","DISCOM","fastidio","2016","2016",16,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","DISCOM","fastidio","2017","2017",13,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","DISCOM","fastidio","2018","2018",9,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","DISCOM","fastidio","2019","2019",7,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non risponde","DISCOM","fastidio","2020","2020",11,,
