"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","CONDIZIONE_DICH4","Stato occupazionale","DENUNCIA","Denuncia e motivo del ritiro","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","NRP","non risponde","2018","2018",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","NRP","non risponde","2019","2019",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","NRP","non risponde","2020","2020",9,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","NRP","non risponde","2021","2021",16,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","NRP","non risponde","2022","2022",11,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","ALL","tutte le voci","2013","2013",2256,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","ALL","tutte le voci","2014","2014",1587,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","ALL","tutte le voci","2015","2015",940,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","ALL","tutte le voci","2016","2016",973,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","ALL","tutte le voci","2017","2017",985,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","ALL","tutte le voci","2018","2018",1121,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","ALL","tutte le voci","2019","2019",972,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","ALL","tutte le voci","2020","2020",1397,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","ALL","tutte le voci","2021","2021",1312,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","HOUSEWIFE","casalinga-o","ALL","tutte le voci","2022","2022",914,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NOREPORT","non denuncia","2013","2013",336,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NOREPORT","non denuncia","2014","2014",332,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NOREPORT","non denuncia","2015","2015",254,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NOREPORT","non denuncia","2016","2016",259,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NOREPORT","non denuncia","2017","2017",286,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NOREPORT","non denuncia","2018","2018",312,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NOREPORT","non denuncia","2019","2019",401,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NOREPORT","non denuncia","2020","2020",737,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NOREPORT","non denuncia","2021","2021",921,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NOREPORT","non denuncia","2022","2022",774,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","REPORT","denuncia","2013","2013",61,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","REPORT","denuncia","2014","2014",40,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","REPORT","denuncia","2015","2015",29,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","REPORT","denuncia","2016","2016",30,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","REPORT","denuncia","2017","2017",30,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","REPORT","denuncia","2018","2018",39,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","REPORT","denuncia","2019","2019",51,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","REPORT","denuncia","2020","2020",48,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","REPORT","denuncia","2021","2021",86,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","REPORT","denuncia","2022","2022",108,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","WITHDR_COMP","ritira la denuncia","2013","2013",17,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","WITHDR_COMP","ritira la denuncia","2014","2014",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","WITHDR_COMP","ritira la denuncia","2015","2015",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","WITHDR_COMP","ritira la denuncia","2016","2016",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","WITHDR_COMP","ritira la denuncia","2017","2017",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","WITHDR_COMP","ritira la denuncia","2018","2018",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","WITHDR_COMP","ritira la denuncia","2019","2019",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","WITHDR_COMP","ritira la denuncia","2020","2020",12,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","WITHDR_COMP","ritira la denuncia","2021","2021",13,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","WITHDR_COMP","ritira la denuncia","2022","2022",8,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NRP","non risponde","2013","2013",6,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NRP","non risponde","2014","2014",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NRP","non risponde","2015","2015",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NRP","non risponde","2016","2016",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NRP","non risponde","2017","2017",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NRP","non risponde","2018","2018",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NRP","non risponde","2019","2019",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NRP","non risponde","2020","2020",8,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NRP","non risponde","2021","2021",11,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","NRP","non risponde","2022","2022",8,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","ALL","tutte le voci","2013","2013",432,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","ALL","tutte le voci","2014","2014",385,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","ALL","tutte le voci","2015","2015",300,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","ALL","tutte le voci","2016","2016",303,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","ALL","tutte le voci","2017","2017",357,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","ALL","tutte le voci","2018","2018",381,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","ALL","tutte le voci","2019","2019",481,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","ALL","tutte le voci","2020","2020",1001,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","ALL","tutte le voci","2021","2021",1204,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","STUDENT","studente","ALL","tutte le voci","2022","2022",942,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NOREPORT","non denuncia","2013","2013",2606,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NOREPORT","non denuncia","2014","2014",1782,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NOREPORT","non denuncia","2015","2015",1588,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NOREPORT","non denuncia","2016","2016",1455,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NOREPORT","non denuncia","2017","2017",1347,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NOREPORT","non denuncia","2018","2018",1566,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NOREPORT","non denuncia","2019","2019",1459,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NOREPORT","non denuncia","2020","2020",2038,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NOREPORT","non denuncia","2021","2021",1482,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NOREPORT","non denuncia","2022","2022",1399,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","REPORT","denuncia","2013","2013",726,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","REPORT","denuncia","2014","2014",466,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","REPORT","denuncia","2015","2015",372,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","REPORT","denuncia","2016","2016",335,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","REPORT","denuncia","2017","2017",310,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","REPORT","denuncia","2018","2018",377,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","REPORT","denuncia","2019","2019",395,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","REPORT","denuncia","2020","2020",369,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","REPORT","denuncia","2021","2021",392,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","REPORT","denuncia","2022","2022",318,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","WITHDR_COMP","ritira la denuncia","2013","2013",364,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","WITHDR_COMP","ritira la denuncia","2014","2014",105,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","WITHDR_COMP","ritira la denuncia","2015","2015",81,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","WITHDR_COMP","ritira la denuncia","2016","2016",91,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","WITHDR_COMP","ritira la denuncia","2017","2017",60,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","WITHDR_COMP","ritira la denuncia","2018","2018",75,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","WITHDR_COMP","ritira la denuncia","2019","2019",77,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","WITHDR_COMP","ritira la denuncia","2020","2020",81,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","WITHDR_COMP","ritira la denuncia","2021","2021",81,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","WITHDR_COMP","ritira la denuncia","2022","2022",64,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NRP","non risponde","2013","2013",57,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NRP","non risponde","2014","2014",14,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NRP","non risponde","2015","2015",12,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NRP","non risponde","2016","2016",8,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NRP","non risponde","2017","2017",6,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NRP","non risponde","2018","2018",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NRP","non risponde","2019","2019",7,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NRP","non risponde","2020","2020",28,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NRP","non risponde","2021","2021",30,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","NRP","non risponde","2022","2022",27,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","ALL","tutte le voci","2013","2013",3875,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","ALL","tutte le voci","2014","2014",2439,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","ALL","tutte le voci","2015","2015",2122,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","ALL","tutte le voci","2016","2016",1957,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","ALL","tutte le voci","2017","2017",1826,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","ALL","tutte le voci","2018","2018",2140,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","ALL","tutte le voci","2019","2019",2009,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","ALL","tutte le voci","2020","2020",3180,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","ALL","tutte le voci","2021","2021",2288,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNEMPD_SEEKJ","disoccupato, in cerca di lavoro","ALL","tutte le voci","2022","2022",1887,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NOREPORT","non denuncia","2013","2013",57,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NOREPORT","non denuncia","2014","2014",83,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NOREPORT","non denuncia","2015","2015",111,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NOREPORT","non denuncia","2016","2016",163,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NOREPORT","non denuncia","2017","2017",127,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NOREPORT","non denuncia","2018","2018",115,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NOREPORT","non denuncia","2019","2019",53,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NOREPORT","non denuncia","2020","2020",741,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NOREPORT","non denuncia","2021","2021",1734,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NOREPORT","non denuncia","2022","2022",799,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","REPORT","denuncia","2013","2013",22,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","REPORT","denuncia","2014","2014",16,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","REPORT","denuncia","2015","2015",32,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","REPORT","denuncia","2016","2016",22,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","REPORT","denuncia","2017","2017",39,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","REPORT","denuncia","2018","2018",26,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","REPORT","denuncia","2019","2019",18,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","REPORT","denuncia","2020","2020",189,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","REPORT","denuncia","2021","2021",452,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","REPORT","denuncia","2022","2022",167,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_COMP","ritira la denuncia","2013","2013",6,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_COMP","ritira la denuncia","2014","2014",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_COMP","ritira la denuncia","2015","2015",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_COMP","ritira la denuncia","2016","2016",13,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_COMP","ritira la denuncia","2017","2017",8,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_COMP","ritira la denuncia","2018","2018",9,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_COMP","ritira la denuncia","2019","2019",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_COMP","ritira la denuncia","2020","2020",14,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_COMP","ritira la denuncia","2021","2021",72,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_COMP","ritira la denuncia","2022","2022",22,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NRP","non risponde","2013","2013",23,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NRP","non risponde","2014","2014",20,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NRP","non risponde","2015","2015",12,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NRP","non risponde","2016","2016",9,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NRP","non risponde","2017","2017",8,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NRP","non risponde","2018","2018",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NRP","non risponde","2019","2019",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NRP","non risponde","2020","2020",32,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NRP","non risponde","2021","2021",108,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","NRP","non risponde","2022","2022",105,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","ALL","tutte le voci","2013","2013",132,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","ALL","tutte le voci","2014","2014",152,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","ALL","tutte le voci","2015","2015",180,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","ALL","tutte le voci","2016","2016",237,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","ALL","tutte le voci","2017","2017",240,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","ALL","tutte le voci","2018","2018",227,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","ALL","tutte le voci","2019","2019",92,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","ALL","tutte le voci","2020","2020",2365,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","ALL","tutte le voci","2021","2021",3378,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","ALL","tutte le voci","2022","2022",1430,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","NOREPORT","non denuncia","2013","2013",306,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","NOREPORT","non denuncia","2014","2014",138,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","NOREPORT","non denuncia","2015","2015",114,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","NOREPORT","non denuncia","2016","2016",136,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","NOREPORT","non denuncia","2017","2017",88,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","NOREPORT","non denuncia","2018","2018",99,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","NOREPORT","non denuncia","2019","2019",93,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","NOREPORT","non denuncia","2020","2020",144,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","NOREPORT","non denuncia","2021","2021",115,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","NOREPORT","non denuncia","2022","2022",87,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","NOREPORT","non denuncia","2013","2013",3391,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","NOREPORT","non denuncia","2014","2014",2687,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","NOREPORT","non denuncia","2015","2015",2033,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","NOREPORT","non denuncia","2016","2016",2168,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","NOREPORT","non denuncia","2017","2017",2181,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","NOREPORT","non denuncia","2018","2018",2841,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","NOREPORT","non denuncia","2019","2019",2563,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","NOREPORT","non denuncia","2020","2020",3242,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","NOREPORT","non denuncia","2021","2021",3308,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","NOREPORT","non denuncia","2022","2022",3249,,
"IT","Italia","VICTIMS","vittime di violenza","NRP","non indicato","EMPD","occupato","NOREPORT","non denuncia","2013","2013",21,,
"IT","Italia","VICTIMS","vittime di violenza","NRP","non indicato","EMPD","occupato","NOREPORT","non denuncia","2014","2014",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","REPORT","denuncia","2013","2013",91,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","REPORT","denuncia","2014","2014",33,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","REPORT","denuncia","2015","2015",18,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","REPORT","denuncia","2016","2016",21,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","REPORT","denuncia","2017","2017",19,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","REPORT","denuncia","2018","2018",11,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","REPORT","denuncia","2019","2019",8,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","REPORT","denuncia","2020","2020",19,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","REPORT","denuncia","2021","2021",19,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","REPORT","denuncia","2022","2022",11,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","REPORT","denuncia","2013","2013",880,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","REPORT","denuncia","2014","2014",514,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","REPORT","denuncia","2015","2015",392,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","REPORT","denuncia","2016","2016",465,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","REPORT","denuncia","2017","2017",440,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","REPORT","denuncia","2018","2018",501,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","REPORT","denuncia","2019","2019",445,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","REPORT","denuncia","2020","2020",557,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","REPORT","denuncia","2021","2021",683,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","EMPD","occupato","REPORT","denuncia","2022","2022",576,,
"IT","Italia","VICTIMS","vittime di violenza","NRP","non indicato","EMPD","occupato","REPORT","denuncia","2013","2013",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","WITHDR_COMP","ritira la denuncia","2013","2013",30,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","WITHDR_COMP","ritira la denuncia","2014","2014",6,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","WITHDR_COMP","ritira la denuncia","2015","2015",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","EMPD","occupato","WITHDR_COMP","ritira la denuncia","2016","2016",5,,
