"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF","Sud","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2018","2018",342,,
"ITF","Sud","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2019","2019",357,,
"ITF","Sud","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2020","2020",423,,
"ITF","Sud","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2021","2021",425,,
"ITF","Sud","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2022","2022",353,,
"ITF","Sud","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2013","2013",603,,
"ITF","Sud","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2014","2014",455,,
"ITF","Sud","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2015","2015",357,,
"ITF","Sud","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2016","2016",304,,
"ITF","Sud","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2017","2017",317,,
"ITF","Sud","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2018","2018",348,,
"ITF","Sud","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2019","2019",362,,
"ITF","Sud","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2020","2020",432,,
"ITF","Sud","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2021","2021",431,,
"ITF","Sud","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2022","2022",358,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2013","2013",4,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2014","2014",7,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2015","2015",3,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2016","2016",4,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2017","2017",2,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2018","2018",2,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2020","2020",2,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2022","2022",1,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2013","2013",48,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2014","2014",41,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2015","2015",23,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2016","2016",38,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2017","2017",41,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2018","2018",43,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2019","2019",46,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2020","2020",50,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2021","2021",36,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2022","2022",40,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2013","2013",52,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2014","2014",48,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2015","2015",26,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2016","2016",42,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2017","2017",43,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2018","2018",45,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2019","2019",46,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2020","2020",52,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2021","2021",36,,
"ITF1","Abruzzo","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2022","2022",41,,
"ITF2","Molise","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2013","2013",13,,
"ITF2","Molise","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2014","2014",8,,
"ITF2","Molise","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2015","2015",6,,
"ITF2","Molise","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2016","2016",6,,
"ITF2","Molise","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2017","2017",5,,
"ITF2","Molise","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2018","2018",4,,
"ITF2","Molise","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2019","2019",5,,
"ITF2","Molise","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2020","2020",9,,
"ITF2","Molise","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2021","2021",5,,
"ITF2","Molise","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2022","2022",7,,
"ITF2","Molise","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2013","2013",13,,
"ITF2","Molise","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2014","2014",8,,
"ITF2","Molise","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2015","2015",6,,
"ITF2","Molise","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2016","2016",6,,
"ITF2","Molise","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2017","2017",5,,
"ITF2","Molise","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2018","2018",4,,
"ITF2","Molise","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2019","2019",5,,
"ITF2","Molise","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2020","2020",10,,
"ITF2","Molise","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2021","2021",5,,
"ITF2","Molise","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2022","2022",7,,
"ITF3","Campania","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2013","2013",18,,
"ITF3","Campania","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2014","2014",12,,
"ITF3","Campania","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2015","2015",9,,
"ITF3","Campania","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2017","2017",4,,
"ITF3","Campania","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2018","2018",1,,
"ITF3","Campania","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2019","2019",3,,
"ITF3","Campania","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2020","2020",3,,
"ITF3","Campania","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2021","2021",4,,
"ITF3","Campania","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2022","2022",2,,
"ITF3","Campania","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2013","2013",252,,
"ITF3","Campania","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2014","2014",212,,
"ITF3","Campania","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2015","2015",180,,
"ITF3","Campania","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2016","2016",139,,
"ITF3","Campania","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2017","2017",131,,
"ITF3","Campania","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2018","2018",155,,
"ITF3","Campania","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2019","2019",171,,
"ITF3","Campania","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2020","2020",188,,
"ITF3","Campania","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2021","2021",192,,
"ITF3","Campania","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2022","2022",149,,
"ITF3","Campania","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2013","2013",273,,
"ITF3","Campania","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2014","2014",224,,
"ITF3","Campania","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2015","2015",189,,
"ITF3","Campania","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2016","2016",139,,
"ITF3","Campania","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2017","2017",135,,
"ITF3","Campania","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2018","2018",156,,
"ITF3","Campania","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2019","2019",174,,
"ITF3","Campania","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2020","2020",191,,
"ITF3","Campania","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2021","2021",196,,
"ITF3","Campania","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2022","2022",151,,
"ITF4","Puglia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2013","2013",26,,
"ITF4","Puglia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2014","2014",5,,
"ITF4","Puglia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2015","2015",6,,
"ITF4","Puglia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2016","2016",2,,
"ITF4","Puglia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2017","2017",6,,
"ITF4","Puglia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2018","2018",3,,
"ITF4","Puglia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2019","2019",2,,
"ITF4","Puglia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2020","2020",3,,
"ITF4","Puglia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2022","2022",1,,
"ITF4","Puglia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2013","2013",141,,
"ITF4","Puglia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2014","2014",113,,
"ITF4","Puglia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2015","2015",96,,
"ITF4","Puglia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2016","2016",70,,
"ITF4","Puglia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2017","2017",78,,
"ITF4","Puglia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2018","2018",90,,
"ITF4","Puglia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2019","2019",83,,
"ITF4","Puglia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2020","2020",117,,
"ITF4","Puglia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2021","2021",137,,
"ITF4","Puglia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2022","2022",99,,
"ITF4","Puglia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2013","2013",167,,
"ITF4","Puglia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2014","2014",118,,
"ITF4","Puglia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2015","2015",102,,
"ITF4","Puglia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2016","2016",72,,
"ITF4","Puglia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2017","2017",84,,
"ITF4","Puglia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2018","2018",93,,
"ITF4","Puglia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2019","2019",85,,
"ITF4","Puglia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2020","2020",120,,
"ITF4","Puglia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2021","2021",137,,
"ITF4","Puglia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2022","2022",100,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2013","2013",1,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2013","2013",16,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2014","2014",10,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2015","2015",5,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2016","2016",9,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2017","2017",10,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2018","2018",14,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2019","2019",17,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2020","2020",9,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2021","2021",10,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2022","2022",12,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2013","2013",17,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2014","2014",10,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2015","2015",5,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2016","2016",9,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2017","2017",10,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2018","2018",14,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2019","2019",17,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2020","2020",9,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2021","2021",10,,
"ITF5","Basilicata","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2022","2022",12,,
"ITF6","Calabria","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2013","2013",7,,
"ITF6","Calabria","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2014","2014",2,,
"ITF6","Calabria","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2015","2015",1,,
"ITF6","Calabria","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2016","2016",2,,
"ITF6","Calabria","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2017","2017",5,,
"ITF6","Calabria","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2021","2021",2,,
"ITF6","Calabria","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2022","2022",1,,
"ITF6","Calabria","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2013","2013",73,,
"ITF6","Calabria","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2014","2014",45,,
"ITF6","Calabria","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2015","2015",28,,
"ITF6","Calabria","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2016","2016",34,,
"ITF6","Calabria","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2017","2017",35,,
"ITF6","Calabria","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2018","2018",36,,
"ITF6","Calabria","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2019","2019",35,,
"ITF6","Calabria","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2020","2020",50,,
"ITF6","Calabria","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2021","2021",45,,
"ITF6","Calabria","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2022","2022",46,,
"ITF6","Calabria","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2013","2013",81,,
"ITF6","Calabria","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2014","2014",47,,
"ITF6","Calabria","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2015","2015",29,,
"ITF6","Calabria","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2016","2016",36,,
"ITF6","Calabria","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2017","2017",40,,
"ITF6","Calabria","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2018","2018",36,,
"ITF6","Calabria","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2019","2019",35,,
"ITF6","Calabria","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2020","2020",50,,
"ITF6","Calabria","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2021","2021",47,,
"ITF6","Calabria","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2022","2022",47,,
"ITG","Isole","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2013","2013",13,,
"ITG","Isole","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2014","2014",13,,
"ITG","Isole","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2015","2015",4,,
"ITG","Isole","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2016","2016",5,,
"ITG","Isole","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2017","2017",4,,
"ITG","Isole","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2018","2018",3,,
"ITG","Isole","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2019","2019",1,,
"ITG","Isole","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2020","2020",8,,
"ITG","Isole","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2021","2021",5,,
"ITG","Isole","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2022","2022",2,,
"ITG","Isole","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2013","2013",230,,
"ITG","Isole","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2014","2014",178,,
"ITG","Isole","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2015","2015",140,,
"ITG","Isole","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2016","2016",150,,
"ITG","Isole","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2017","2017",122,,
"ITG","Isole","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2018","2018",143,,
"ITG","Isole","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2019","2019",131,,
"ITG","Isole","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2020","2020",148,,
"ITG","Isole","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2021","2021",165,,
"ITG","Isole","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2022","2022",135,,
"ITG","Isole","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2013","2013",245,,
"ITG","Isole","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2014","2014",191,,
"ITG","Isole","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2015","2015",144,,
"ITG","Isole","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2016","2016",155,,
"ITG","Isole","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2017","2017",126,,
"ITG","Isole","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2018","2018",146,,
"ITG","Isole","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2019","2019",132,,
"ITG","Isole","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2020","2020",156,,
"ITG","Isole","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2021","2021",170,,
"ITG","Isole","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2022","2022",137,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2013","2013",10,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2014","2014",9,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2015","2015",4,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2016","2016",4,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2017","2017",3,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2018","2018",3,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2019","2019",1,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2020","2020",8,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2021","2021",3,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2022","2022",2,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2013","2013",175,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2014","2014",127,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2015","2015",104,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2016","2016",100,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2017","2017",93,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2018","2018",102,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2019","2019",92,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2020","2020",105,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2021","2021",126,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2022","2022",84,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2013","2013",187,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2014","2014",136,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2015","2015",108,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2016","2016",104,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2017","2017",96,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2018","2018",105,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2019","2019",93,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2020","2020",113,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2021","2021",129,,
"ITG1","Sicilia","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2022","2022",86,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2013","2013",3,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2014","2014",4,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2016","2016",1,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2017","2017",1,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","M","maschi","Y25-34","25-34 anni","2021","2021",2,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2013","2013",55,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2014","2014",51,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2015","2015",36,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2016","2016",50,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2017","2017",29,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2018","2018",41,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2019","2019",39,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2020","2020",43,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2021","2021",39,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","F","femmine","Y25-34","25-34 anni","2022","2022",51,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2013","2013",58,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2014","2014",55,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2015","2015",36,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2016","2016",51,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2017","2017",30,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2018","2018",41,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2019","2019",39,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2020","2020",43,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2021","2021",41,,
"ITG2","Sardegna","VICTIMS","vittime di violenza","T","totale","Y25-34","25-34 anni","2022","2022",51,,
