"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","TITOLO_STUDIO","Titolo di studio","DENUNCIA","Denuncia e motivo del ritiro","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_PERPET","paura del violento","2021","2021",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_PERPET","paura del violento","2022","2022",4,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2013","2013",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2016","2016",1,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2013","2013",16,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2014","2014",2,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2016","2016",5,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2017","2017",3,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2018","2018",2,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2019","2019",6,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2020","2020",1,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2021","2021",2,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2022","2022",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2013","2013",18,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2014","2014",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2016","2016",6,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2017","2017",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2018","2018",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2019","2019",6,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2020","2020",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2021","2021",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2022","2022",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2013","2013",10,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2016","2016",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2017","2017",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2018","2018",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2019","2019",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2021","2021",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2013","2013",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2019","2019",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2013","2013",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2019","2019",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2013","2013",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2014","2014",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2016","2016",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_DISTRUST","mancata fiducia nelle Forze dell'Ordine","2022","2022",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2016","2016",1,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2013","2013",12,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2014","2014",12,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2015","2015",17,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2016","2016",20,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2017","2017",10,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2018","2018",6,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2019","2019",5,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2020","2020",6,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2021","2021",10,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2022","2022",17,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2013","2013",13,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2014","2014",12,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2015","2015",17,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2016","2016",21,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2017","2017",10,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2018","2018",6,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2019","2019",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2020","2020",6,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2021","2021",10,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2022","2022",17,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_SAFE","nessun posto sicuro dove andare","2013","2013",6,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_SAFE","nessun posto sicuro dove andare","2014","2014",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_SAFE","nessun posto sicuro dove andare","2015","2015",7,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_SAFE","nessun posto sicuro dove andare","2016","2016",6,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_SAFE","nessun posto sicuro dove andare","2017","2017",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_SAFE","nessun posto sicuro dove andare","2018","2018",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_SAFE","nessun posto sicuro dove andare","2019","2019",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_SAFE","nessun posto sicuro dove andare","2022","2022",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WITHDR_SAFE","nessun posto sicuro dove andare","2014","2014",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_SAFE","nessun posto sicuro dove andare","2013","2013",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_SAFE","nessun posto sicuro dove andare","2014","2014",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_SAFE","nessun posto sicuro dove andare","2015","2015",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_SAFE","nessun posto sicuro dove andare","2016","2016",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_SAFE","nessun posto sicuro dove andare","2017","2017",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_SAFE","nessun posto sicuro dove andare","2018","2018",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_SAFE","nessun posto sicuro dove andare","2019","2019",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_SAFE","nessun posto sicuro dove andare","2021","2021",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_SAFE","nessun posto sicuro dove andare","2022","2022",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_SAFE","nessun posto sicuro dove andare","2013","2013",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_SAFE","nessun posto sicuro dove andare","2014","2014",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_SAFE","nessun posto sicuro dove andare","2016","2016",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_SAFE","nessun posto sicuro dove andare","2018","2018",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_SAFE","nessun posto sicuro dove andare","2022","2022",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_SAFE","nessun posto sicuro dove andare","2014","2014",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_SAFE","nessun posto sicuro dove andare","2015","2015",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_SAFE","nessun posto sicuro dove andare","2016","2016",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_SAFE","nessun posto sicuro dove andare","2017","2017",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_SAFE","nessun posto sicuro dove andare","2021","2021",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_SAFE","nessun posto sicuro dove andare","2022","2022",1,,
"IT","Italia","VICTIMS","vittime di violenza","NRP","non indicato","ALL","totale","WITHDR_SAFE","nessun posto sicuro dove andare","2013","2013",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2013","2013",8,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2014","2014",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2016","2016",4,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2018","2018",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2020","2020",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2022","2022",1,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2013","2013",178,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2014","2014",71,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2015","2015",48,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2016","2016",63,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2017","2017",34,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2018","2018",47,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2019","2019",41,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2020","2020",39,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2021","2021",60,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2022","2022",48,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2013","2013",186,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2014","2014",73,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2015","2015",48,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2016","2016",67,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2017","2017",34,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2018","2018",48,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2019","2019",41,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2020","2020",40,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2021","2021",60,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_JEOP","timore di compromettere la famiglia","2022","2022",49,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_JEOP","timore di compromettere la famiglia","2013","2013",57,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_JEOP","timore di compromettere la famiglia","2014","2014",29,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_JEOP","timore di compromettere la famiglia","2015","2015",14,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_JEOP","timore di compromettere la famiglia","2016","2016",18,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_JEOP","timore di compromettere la famiglia","2017","2017",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_JEOP","timore di compromettere la famiglia","2018","2018",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_JEOP","timore di compromettere la famiglia","2019","2019",9,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_JEOP","timore di compromettere la famiglia","2020","2020",6,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_JEOP","timore di compromettere la famiglia","2021","2021",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WITHDR_JEOP","timore di compromettere la famiglia","2022","2022",11,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WITHDR_JEOP","timore di compromettere la famiglia","2013","2013",14,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WITHDR_JEOP","timore di compromettere la famiglia","2014","2014",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WITHDR_JEOP","timore di compromettere la famiglia","2015","2015",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WITHDR_JEOP","timore di compromettere la famiglia","2016","2016",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WITHDR_JEOP","timore di compromettere la famiglia","2018","2018",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WITHDR_JEOP","timore di compromettere la famiglia","2019","2019",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WITHDR_JEOP","timore di compromettere la famiglia","2020","2020",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WITHDR_JEOP","timore di compromettere la famiglia","2022","2022",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_JEOP","timore di compromettere la famiglia","2013","2013",49,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_JEOP","timore di compromettere la famiglia","2014","2014",23,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_JEOP","timore di compromettere la famiglia","2015","2015",10,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_JEOP","timore di compromettere la famiglia","2016","2016",10,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_JEOP","timore di compromettere la famiglia","2017","2017",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_JEOP","timore di compromettere la famiglia","2018","2018",8,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_JEOP","timore di compromettere la famiglia","2019","2019",9,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_JEOP","timore di compromettere la famiglia","2020","2020",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_JEOP","timore di compromettere la famiglia","2021","2021",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WITHDR_JEOP","timore di compromettere la famiglia","2022","2022",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_JEOP","timore di compromettere la famiglia","2013","2013",24,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_JEOP","timore di compromettere la famiglia","2014","2014",9,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_JEOP","timore di compromettere la famiglia","2015","2015",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_JEOP","timore di compromettere la famiglia","2016","2016",5,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_JEOP","timore di compromettere la famiglia","2017","2017",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_JEOP","timore di compromettere la famiglia","2018","2018",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_JEOP","timore di compromettere la famiglia","2019","2019",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_JEOP","timore di compromettere la famiglia","2020","2020",4,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_JEOP","timore di compromettere la famiglia","2021","2021",3,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","CLF_ML","laurea o diploma universitario","WITHDR_JEOP","timore di compromettere la famiglia","2022","2022",7,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_JEOP","timore di compromettere la famiglia","2016","2016",8,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_JEOP","timore di compromettere la famiglia","2018","2018",1,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_JEOP","timore di compromettere la famiglia","2021","2021",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","NRP","non indicato","WITHDR_JEOP","timore di compromettere la famiglia","2022","2022",11,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","totale","WITHDR_JUDGED","timore del giudizio dei propri familiari","2015","2015",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","totale","WITHDR_JUDGED","timore del giudizio dei propri familiari","2017","2017",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","ALL","totale","WITHDR_JUDGED","timore del giudizio dei propri familiari","2020","2020",1,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JUDGED","timore del giudizio dei propri familiari","2013","2013",7,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JUDGED","timore del giudizio dei propri familiari","2015","2015",2,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JUDGED","timore del giudizio dei propri familiari","2016","2016",5,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JUDGED","timore del giudizio dei propri familiari","2017","2017",2,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JUDGED","timore del giudizio dei propri familiari","2019","2019",1,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JUDGED","timore del giudizio dei propri familiari","2020","2020",4,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JUDGED","timore del giudizio dei propri familiari","2021","2021",3,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","ALL","totale","WITHDR_JUDGED","timore del giudizio dei propri familiari","2022","2022",2,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","ALL","totale","WITHDR_JUDGED","timore del giudizio dei propri familiari","2013","2013",7,,
